"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 29 04:39:05 GMT 2023","Mon May 29 04:39:07 GMT 2023","1674","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:52 GMT 2023","Mon May 29 04:38:56 GMT 2023","3985","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:56 GMT 2023","Mon May 29 04:38:58 GMT 2023","1656","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:22 GMT 2023","Mon May 29 04:38:26 GMT 2023","3967","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:00 GMT 2023","Mon May 29 04:39:04 GMT 2023","3898","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:39:33 GMT 2023","Mon May 29 04:39:35 GMT 2023","1673","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:39:26 GMT 2023","Mon May 29 04:39:27 GMT 2023","1673","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:39:27 GMT 2023","Mon May 29 04:39:29 GMT 2023","1663","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"failed","Mon May 29 04:39:13 GMT 2023","Mon May 29 04:39:14 GMT 2023","1667","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:39:11 GMT 2023","Mon May 29 04:39:13 GMT 2023","1719","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:38 GMT 2023","Mon May 29 04:38:42 GMT 2023","4147","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:51 GMT 2023","Mon May 29 04:38:52 GMT 2023","1707","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:29 GMT 2023","Mon May 29 04:38:34 GMT 2023","5087","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:34 GMT 2023","Mon May 29 04:38:36 GMT 2023","1645","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:36 GMT 2023","Mon May 29 04:38:38 GMT 2023","1688","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:15 GMT 2023","Mon May 29 04:38:17 GMT 2023","2713","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:42 GMT 2023","Mon May 29 04:38:43 GMT 2023","1665","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:26 GMT 2023","Mon May 29 04:38:27 GMT 2023","1710","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:22 GMT 2023","Mon May 29 04:39:26 GMT 2023","3876","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:20 GMT 2023","Mon May 29 04:38:22 GMT 2023","1691","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:29 GMT 2023","Mon May 29 04:39:33 GMT 2023","3925","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:58 GMT 2023","Mon May 29 04:39:00 GMT 2023","1685","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:11 GMT 2023","Mon May 29 04:38:13 GMT 2023","1776","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:07 GMT 2023","Mon May 29 04:39:11 GMT 2023","3902","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:39:18 GMT 2023","Mon May 29 04:39:20 GMT 2023","1715","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:45 GMT 2023","Mon May 29 04:38:49 GMT 2023","3935","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:20 GMT 2023","Mon May 29 04:39:22 GMT 2023","1678","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:08 GMT 2023","Mon May 29 04:38:11 GMT 2023","3608","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:14 GMT 2023","Mon May 29 04:39:18 GMT 2023","3929","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Mon May 29 04:38:43 GMT 2023","Mon May 29 04:38:45 GMT 2023","1688","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"failed","Mon May 29 04:38:27 GMT 2023","Mon May 29 04:38:29 GMT 2023","1675","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:49 GMT 2023","Mon May 29 04:38:51 GMT 2023","1676","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:38:13 GMT 2023","Mon May 29 04:38:15 GMT 2023","1709","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"passed","Mon May 29 04:39:35 GMT 2023","Mon May 29 04:39:36 GMT 2023","1676","Setel Regression Suite","Setel Admin test on chrome","tests.PoolTests","tests.PoolTests","get_registration_pool_list","API: Get registration pool list",""
