"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 03:28:40 GMT 2023","Thu May 11 03:28:42 GMT 2023","2038","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:29 GMT 2023","Thu May 11 03:28:31 GMT 2023","2135","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:48 GMT 2023","Thu May 11 03:28:50 GMT 2023","2107","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:44 GMT 2023","Thu May 11 03:28:46 GMT 2023","2158","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:35 GMT 2023","Thu May 11 03:28:38 GMT 2023","2143","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:46 GMT 2023","Thu May 11 03:28:48 GMT 2023","2173","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:31 GMT 2023","Thu May 11 03:28:33 GMT 2023","2052","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:20 GMT 2023","Thu May 11 03:28:23 GMT 2023","2255","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:16 GMT 2023","Thu May 11 03:28:18 GMT 2023","2095","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Thu May 11 03:28:33 GMT 2023","Thu May 11 03:28:35 GMT 2023","2116","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:54 GMT 2023","Thu May 11 03:28:57 GMT 2023","2127","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:50 GMT 2023","Thu May 11 03:28:52 GMT 2023","2094","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:59 GMT 2023","Thu May 11 03:29:01 GMT 2023","2062","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:52 GMT 2023","Thu May 11 03:28:54 GMT 2023","2070","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:25 GMT 2023","Thu May 11 03:28:27 GMT 2023","2175","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:12 GMT 2023","Thu May 11 03:28:16 GMT 2023","4236","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Thu May 11 03:28:23 GMT 2023","Thu May 11 03:28:25 GMT 2023","2204","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:18 GMT 2023","Thu May 11 03:28:20 GMT 2023","2265","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:38 GMT 2023","Thu May 11 03:28:40 GMT 2023","2032","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token fail with page invalid",""
"passed","Thu May 11 03:28:42 GMT 2023","Thu May 11 03:28:44 GMT 2023","2053","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
"passed","Thu May 11 03:28:57 GMT 2023","Thu May 11 03:28:59 GMT 2023","2081","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token fail with size invalid",""
