"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 17 03:59:41 GMT 2023","Wed May 17 03:59:43 GMT 2023","1908","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Wed May 17 03:59:21 GMT 2023","Wed May 17 03:59:23 GMT 2023","2039","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Wed May 17 03:59:27 GMT 2023","Wed May 17 03:59:29 GMT 2023","1957","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Wed May 17 03:59:54 GMT 2023","Wed May 17 03:59:56 GMT 2023","1842","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:58 GMT 2023","Wed May 17 04:00:00 GMT 2023","1872","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:56 GMT 2023","Wed May 17 03:59:58 GMT 2023","1849","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:37 GMT 2023","Wed May 17 03:59:39 GMT 2023","1931","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Wed May 17 03:59:17 GMT 2023","Wed May 17 03:59:19 GMT 2023","1852","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getATokenFail","verify that get a token with tokenId invalid | fail",""
"passed","Wed May 17 04:00:03 GMT 2023","Wed May 17 04:00:05 GMT 2023","1853","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:23 GMT 2023","Wed May 17 03:59:25 GMT 2023","1967","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Wed May 17 03:59:43 GMT 2023","Wed May 17 03:59:45 GMT 2023","1995","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Wed May 17 03:59:45 GMT 2023","Wed May 17 03:59:47 GMT 2023","1938","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Wed May 17 03:59:29 GMT 2023","Wed May 17 03:59:31 GMT 2023","2083","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
"passed","Wed May 17 03:59:15 GMT 2023","Wed May 17 03:59:17 GMT 2023","1877","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getATokenFail","verify that get a token with tokenId invalid | fail",""
"passed","Wed May 17 04:00:07 GMT 2023","Wed May 17 04:00:09 GMT 2023","1808","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 04:00:00 GMT 2023","Wed May 17 04:00:02 GMT 2023","1849","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:52 GMT 2023","Wed May 17 03:59:54 GMT 2023","1903","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:19 GMT 2023","Wed May 17 03:59:21 GMT 2023","1854","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getATokenSuccess","verify that get a token with tokenId valid | success",""
"passed","Wed May 17 03:59:11 GMT 2023","Wed May 17 03:59:15 GMT 2023","4372","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getATokenFail","verify that get a token with tokenId invalid | fail",""
"passed","Wed May 17 03:59:50 GMT 2023","Wed May 17 03:59:52 GMT 2023","1878","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:39 GMT 2023","Wed May 17 03:59:41 GMT 2023","1944","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Wed May 17 03:59:47 GMT 2023","Wed May 17 03:59:49 GMT 2023","1911","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Wed May 17 03:59:31 GMT 2023","Wed May 17 03:59:33 GMT 2023","2050","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
"passed","Wed May 17 04:00:02 GMT 2023","Wed May 17 04:00:03 GMT 2023","1822","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:35 GMT 2023","Wed May 17 03:59:37 GMT 2023","1963","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Wed May 17 04:00:05 GMT 2023","Wed May 17 04:00:07 GMT 2023","1894","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxsInvalidParam","get token txs invalid param",""
"passed","Wed May 17 03:59:33 GMT 2023","Wed May 17 03:59:35 GMT 2023","2057","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
"passed","Wed May 17 03:59:49 GMT 2023","Wed May 17 03:59:50 GMT 2023","1839","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getTokenTxs","get token txs valid param",""
"passed","Wed May 17 03:59:25 GMT 2023","Wed May 17 03:59:27 GMT 2023","1956","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
