"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 12 06:22:52 GMT 2023","Fri May 12 06:22:54 GMT 2023","2090","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Fri May 12 06:22:36 GMT 2023","Fri May 12 06:22:39 GMT 2023","2173","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Fri May 12 06:22:54 GMT 2023","Fri May 12 06:22:56 GMT 2023","2115","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Fri May 12 06:22:47 GMT 2023","Fri May 12 06:22:49 GMT 2023","2235","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
"passed","Fri May 12 06:22:39 GMT 2023","Fri May 12 06:22:41 GMT 2023","2146","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Fri May 12 06:23:02 GMT 2023","Fri May 12 06:23:04 GMT 2023","2080","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Fri May 12 06:22:41 GMT 2023","Fri May 12 06:22:43 GMT 2023","2059","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Fri May 12 06:23:00 GMT 2023","Fri May 12 06:23:02 GMT 2023","2118","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSortInvalid","verify that get list token with sort invalid",""
"passed","Fri May 12 06:22:43 GMT 2023","Fri May 12 06:22:45 GMT 2023","2247","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
"passed","Fri May 12 06:22:49 GMT 2023","Fri May 12 06:22:52 GMT 2023","2168","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithSizeInvalid","verify that get list token with size invalid",""
"passed","Fri May 12 06:22:33 GMT 2023","Fri May 12 06:22:36 GMT 2023","3816","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenSuccess","verify that get list token successfull",""
"passed","Fri May 12 06:22:45 GMT 2023","Fri May 12 06:22:47 GMT 2023","2237","Setel Regression Suite","Setel Admin test on chrome","tests.TokenTests","tests.TokenTests","getListTokenWithPageInvalid","verify that get list token with page invalid",""
